transaction_id,user_id,merchant_id,amount,currency,status,timestamp,payment_method,payment_provider,country,response_code,response_message,fee_percentage,transaction_fee,net_amount,device_type,ip_address,user_agent,attempt_number,processing_time_ms,three_ds_verified,installments,category,is_international,settlement_date
TXN00000001,6719,735,14.89,CLP,approved,2026-01-13 10:51:43,debit_card,Visa Debit,CL,00,Transaction approved,3.46,0.52,14.37,desktop,24.95.55.96,"Mozilla/5.0 (Windows CE) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/42.0.822.0 Safari/536.0",1,1491,True,1,retail,False,2026-01-15
TXN00000002,4754,465,14.29,MXN,approved,2026-02-15 09:05:28,credit_card,Diners Club,MX,00,Transaction approved,2.97,0.42,13.87,mobile,156.211.159.31,Opera/9.10.(X11; Linux x86_64; ur-IN) Presto/2.9.189 Version/12.00,1,2275,True,1,other,False,2026-02-16
TXN00000003,2912,586,78.59,USD,approved,2026-03-06 02:55:09,ewallet,Rappi Pay,MX,00,Transaction approved,3.01,2.37,76.22,mobile,48.209.9.115,"Mozilla/5.0 (iPad; CPU iPad OS 3_2_2 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) FxiOS/11.2o3245.0 Mobile/62M954 Safari/535.1",1,2010,,1,other,True,2026-03-08
TXN00000005,8637,677,30.44,CLP,approved,2026-01-13 00:40:14,ewallet,MercadoPago,CL,00,Transaction approved,3.52,1.07,29.37,api,146.234.209.101,API/1.0,1,1920,,1,entertainment,False,2026-01-14
TXN00000006,1380,918,24.15,MXN,approved,2026-02-15 09:31:16,credit_card,American Express,MX,00,Transaction approved,3.28,0.79,23.36,mobile,15.232.97.26,Mozilla/5.0 (Windows 95; ha-NG; rv:1.9.2.20) Gecko/7114-07-04 09:10:12 Firefox/3.8,1,2105,True,1,retail,False,2026-02-17
TXN00000007,4426,940,22.24,COP,approved,2026-02-12 23:03:42,debit_card,Mastercard Debit,CO,00,Transaction approved,2.6,0.58,21.66,mobile,35.73.91.195,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/8041-10-30 04:54:34 Firefox/3.6.14,1,602,True,1,services,False,2026-02-14
TXN00000008,8087,354,20.61,BRL,approved,2026-02-01 20:37:22,debit_card,Visa Debit,BR,00,Transaction approved,3.25,0.67,19.94,desktop,198.196.91.247,Mozilla/5.0 (Android 2.3; Mobile; rv:11.0) Gecko/11.0 Firefox/11.0,1,2856,True,1,utilities,False,2026-02-02
TXN00000009,2684,589,94.06,USD,approved,2026-02-01 06:52:41,credit_card,American Express,MX,00,Transaction approved,3.12,2.93,91.13,mobile,36.51.167.13,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/534.23.1 (KHTML, like Gecko) Version/4.0.1 Safari/534.23.1",1,1304,True,12,tech,True,2026-02-03
TXN00000010,4502,636,20.96,COP,approved,2026-02-23 05:17:31,bank_transfer,PIX,CO,00,Transaction approved,1.88,0.39,20.57,mobile,121.152.20.213,Opera/9.71.(Windows NT 11.0; ht-HT) Presto/2.9.164 Version/10.00,1,2226,,1,food_beverage,False,2026-02-24
TXN00000011,3172,412,66.55,BRL,approved,2026-01-07 10:34:34,credit_card,American Express,BR,00,Transaction approved,3.18,2.12,64.43,mobile,179.239.104.204,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/7816-04-12 22:15:37 Firefox/3.6.5,1,2885,False,1,services,False,2026-01-08
TXN00000012,6975,945,65.29,PEN,approved,2026-01-22 12:19:27,credit_card,Visa,PE,00,Transaction approved,2.94,1.92,63.37,mobile,76.184.73.140,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/3.0),1,2210,False,6,food_beverage,False,2026-01-23
TXN00000014,8136,916,174.97,PEN,approved,2026-02-09 13:30:05,debit_card,Mastercard Debit,PE,00,Transaction approved,3.24,5.67,169.3,mobile,172.22.94.77,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; da-DK) AppleWebKit/535.38.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6535.38.6",1,2286,True,1,entertainment,False,2026-02-10
TXN00000015,2737,996,27.37,MXN,approved,2026-02-07 18:46:40,credit_card,Diners Club,MX,00,Transaction approved,3.43,0.94,26.43,mobile,75.118.129.21,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_1; rv:1.9.2.20) Gecko/7417-02-05 05:53:01 Firefox/3.6.6,1,2634,True,1,tech,False,2026-02-09
TXN00000016,685,247,67.09,COP,approved,2026-03-29 23:56:28,ewallet,Clip,CO,00,Transaction approved,4.3,2.88,64.21,tablet,25.87.65.226,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/61.0.864.0 Safari/535.1",1,1399,,1,services,False,2026-03-31
TXN00000017,475,694,126.95,BRL,approved,2026-03-30 19:55:24,credit_card,Visa,BR,00,Transaction approved,2.89,3.67,123.28,desktop,48.128.50.209,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/26.0.806.0 Safari/534.0",1,1183,True,1,entertainment,False,2026-04-01
