transaction_id,user_id,merchant_id,amount,currency,status,timestamp,payment_method,payment_provider,country,response_code,response_message,fee_percentage,transaction_fee,net_amount,device_type,ip_address,user_agent,attempt_number,processing_time_ms,three_ds_verified,installments,category,is_international,settlement_date
TXN00000001,6719,735,14.89,CLP,approved,2026-01-13 11:32:35,debit_card,Visa Debit,CL,00,Transaction approved,3.46,0.52,14.37,desktop,42.152.115.29,Mozilla/5.0 (Android 12.1; Mobile; rv:54.0) Gecko/54.0 Firefox/54.0,1,1491,True,1,retail,False,2026-01-15
TXN00000002,4754,465,14.29,MXN,approved,2026-02-15 09:46:20,credit_card,Diners Club,MX,00,Transaction approved,2.97,0.42,13.87,mobile,13.100.208.129,Mozilla/5.0 (Android 4.2.1; Mobile; rv:18.0) Gecko/18.0 Firefox/18.0,1,2275,True,1,other,False,2026-02-16
TXN00000003,2912,586,78.59,USD,approved,2026-03-06 03:36:01,ewallet,Rappi Pay,MX,00,Transaction approved,3.01,2.37,76.22,mobile,89.141.152.131,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) FxiOS/18.5r7130.0 Mobile/63B468 Safari/534.0",1,2010,,1,other,True,2026-03-08
TXN00000005,8637,677,30.44,CLP,approved,2026-01-13 01:21:06,ewallet,MercadoPago,CL,00,Transaction approved,3.52,1.07,29.37,api,223.190.52.245,API/1.0,1,1920,,1,entertainment,False,2026-01-14
TXN00000006,1380,918,24.15,MXN,approved,2026-02-15 10:12:08,credit_card,American Express,MX,00,Transaction approved,3.28,0.79,23.36,mobile,208.199.224.237,Opera/8.31.(X11; Linux i686; bg-BG) Presto/2.9.168 Version/10.00,1,2105,True,1,retail,False,2026-02-17
TXN00000007,4426,940,22.24,COP,approved,2026-02-12 23:44:34,debit_card,Mastercard Debit,CO,00,Transaction approved,2.6,0.58,21.66,mobile,175.140.77.211,"Mozilla/5.0 (Linux; Android 2.0) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/16.0.803.0 Safari/536.0",1,602,True,1,services,False,2026-02-14
TXN00000008,8087,354,20.61,BRL,approved,2026-02-01 21:18:14,debit_card,Visa Debit,BR,00,Transaction approved,3.25,0.67,19.94,desktop,123.40.57.164,Opera/9.48.(Windows CE; sid-ET) Presto/2.9.188 Version/10.00,1,2856,True,1,utilities,False,2026-02-02
TXN00000009,2684,589,94.06,USD,approved,2026-02-01 07:33:33,credit_card,American Express,MX,00,Transaction approved,3.12,2.93,91.13,mobile,95.95.97.222,Opera/8.94.(X11; Linux x86_64; fy-NL) Presto/2.9.168 Version/12.00,1,1304,True,12,tech,True,2026-02-03
TXN00000010,4502,636,20.96,COP,approved,2026-02-23 05:58:23,bank_transfer,PIX,CO,00,Transaction approved,1.88,0.39,20.57,mobile,68.220.245.243,Opera/8.52.(Windows 95; mag-IN) Presto/2.9.161 Version/10.00,1,2226,,1,food_beverage,False,2026-02-24
TXN00000011,3172,412,66.55,BRL,approved,2026-01-07 11:15:26,credit_card,American Express,BR,00,Transaction approved,3.18,2.12,64.43,mobile,131.46.16.246,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/6006-07-29 07:24:17 Firefox/7.0,1,2885,False,1,services,False,2026-01-08
TXN00000012,6975,945,65.29,PEN,approved,2026-01-22 13:00:19,credit_card,Visa,PE,00,Transaction approved,2.94,1.92,63.37,mobile,45.1.75.52,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/6489-05-28 00:00:15 Firefox/3.6.8,1,2210,False,6,food_beverage,False,2026-01-23
