transaction_id,user_id,merchant_id,amount,currency,status,timestamp,payment_method,payment_provider,country,response_code,response_message,fee_percentage,transaction_fee,net_amount,device_type,ip_address,user_agent,attempt_number,processing_time_ms,three_ds_verified,installments,category,is_international,settlement_date
TXN00000001,6719,735,14.89,CLP,approved,2026-01-13 11:46:22,debit_card,Visa Debit,CL,00,Transaction approved,3.46,0.52,14.37,desktop,86.139.28.210,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; mhr-RU) AppleWebKit/535.7.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6535.7.4",1,1491,True,1,retail,False,2026-01-15
TXN00000002,4754,465,14.29,MXN,approved,2026-02-15 10:00:07,credit_card,Diners Club,MX,00,Transaction approved,2.97,0.42,13.87,mobile,100.230.146.235,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/3921-12-10 09:31:04 Firefox/4.0,1,2275,True,1,other,False,2026-02-16
TXN00000003,2912,586,78.59,USD,approved,2026-03-06 03:49:48,ewallet,Rappi Pay,MX,00,Transaction approved,3.01,2.37,76.22,mobile,151.93.160.3,"Mozilla/5.0 (iPad; CPU iPad OS 8_4_1 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/14.0.832.0 Mobile/20D637 Safari/535.2",1,2010,,1,other,True,2026-03-08
TXN00000005,8637,677,30.44,CLP,approved,2026-01-13 01:34:53,ewallet,MercadoPago,CL,00,Transaction approved,3.52,1.07,29.37,api,152.40.18.84,API/1.0,1,1920,,1,entertainment,False,2026-01-14
TXN00000006,1380,918,24.15,MXN,approved,2026-02-15 10:25:55,credit_card,American Express,MX,00,Transaction approved,3.28,0.79,23.36,mobile,111.154.187.156,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/42.0.855.0 Mobile/16H240 Safari/536.1",1,2105,True,1,retail,False,2026-02-17
TXN00000007,4426,940,22.24,COP,approved,2026-02-12 23:58:21,debit_card,Mastercard Debit,CO,00,Transaction approved,2.6,0.58,21.66,mobile,220.128.35.81,Opera/8.60.(Windows NT 4.0; lzh-TW) Presto/2.9.187 Version/10.00,1,602,True,1,services,False,2026-02-14
TXN00000008,8087,354,20.61,BRL,approved,2026-02-01 21:32:01,debit_card,Visa Debit,BR,00,Transaction approved,3.25,0.67,19.94,desktop,205.132.1.156,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/535.20.7 (KHTML, like Gecko) Version/5.1 Safari/535.20.7",1,2856,True,1,utilities,False,2026-02-02
TXN00000009,2684,589,94.06,USD,approved,2026-02-01 07:47:20,credit_card,American Express,MX,00,Transaction approved,3.12,2.93,91.13,mobile,181.240.89.202,Opera/9.92.(Windows NT 6.2; gl-ES) Presto/2.9.174 Version/10.00,1,1304,True,12,tech,True,2026-02-03
TXN00000010,4502,636,20.96,COP,approved,2026-02-23 06:12:10,bank_transfer,PIX,CO,00,Transaction approved,1.88,0.39,20.57,mobile,206.120.48.214,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_3 rv:4.0; km-KH) AppleWebKit/535.25.5 (KHTML, like Gecko) Version/4.0 Safari/535.25.5",1,2226,,1,food_beverage,False,2026-02-24
TXN00000011,3172,412,66.55,BRL,approved,2026-01-07 11:29:13,credit_card,American Express,BR,00,Transaction approved,3.18,2.12,64.43,mobile,54.200.96.61,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/532.41.2 (KHTML, like Gecko) Version/4.0.2 Safari/532.41.2",1,2885,False,1,services,False,2026-01-08
TXN00000012,6975,945,65.29,PEN,approved,2026-01-22 13:14:06,credit_card,Visa,PE,00,Transaction approved,2.94,1.92,63.37,mobile,41.3.166.34,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/42.0.819.0 Safari/536.0",1,2210,False,6,food_beverage,False,2026-01-23
TXN00000014,8136,916,174.97,PEN,approved,2026-02-09 14:24:44,debit_card,Mastercard Debit,PE,00,Transaction approved,3.24,5.67,169.3,mobile,154.73.18.245,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_6 rv:6.0; xh-ZA) AppleWebKit/535.49.6 (KHTML, like Gecko) Version/4.0.1 Safari/535.49.6",1,2286,True,1,entertainment,False,2026-02-10
TXN00000015,2737,996,27.37,MXN,approved,2026-02-07 19:41:19,credit_card,Diners Club,MX,00,Transaction approved,3.43,0.94,26.43,mobile,204.58.152.4,"Mozilla/5.0 (iPad; CPU iPad OS 13_7 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/21.0.808.0 Mobile/59P524 Safari/533.2",1,2634,True,1,tech,False,2026-02-09
TXN00000016,685,247,67.09,COP,approved,2026-03-30 00:51:07,ewallet,Clip,CO,00,Transaction approved,4.3,2.88,64.21,tablet,177.202.252.134,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; niu-NZ) AppleWebKit/535.10.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6535.10.7",1,1399,,1,services,False,2026-04-01
TXN00000017,475,694,126.95,BRL,approved,2026-03-30 20:50:03,credit_card,Visa,BR,00,Transaction approved,2.89,3.67,123.28,desktop,84.199.45.157,Mozilla/5.0 (Windows NT 4.0; yue-HK; rv:1.9.0.20) Gecko/2503-07-11 16:10:41 Firefox/3.8,1,1183,True,1,entertainment,False,2026-04-01
TXN00000018,5641,124,61.49,COP,approved,2026-03-16 02:16:19,credit_card,American Express,CO,00,Transaction approved,3.24,1.99,59.5,mobile,58.60.3.18,Mozilla/5.0 (Windows 95; ig-NG; rv:1.9.1.20) Gecko/2524-03-23 19:22:41 Firefox/12.0,1,1372,True,6,tech,False,2026-03-18
TXN00000019,3821,602,140.6,COP,approved,2026-03-23 11:41:57,credit_card,Diners Club,CO,00,Transaction approved,2.87,4.04,136.56,mobile,169.18.37.93,Mozilla/5.0 (Windows 98; bg-BG; rv:1.9.1.20) Gecko/9786-02-25 22:27:35 Firefox/3.6.16,1,2482,True,12,travel,False,2026-03-25
TXN00000020,9312,939,107.48,CLP,approved,2026-01-26 20:41:32,bank_transfer,TEF,CL,00,Transaction approved,1.98,2.13,105.35,desktop,203.167.240.34,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/5.1),1,1472,,1,retail,False,2026-01-27
TXN00000021,2120,926,7.16,BRL,approved,2026-03-17 12:17:13,bank_transfer,TEF,BR,00,Transaction approved,1.03,0.07,7.09,mobile,101.93.196.2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/58.0.896.0 Safari/535.1",1,2379,,1,utilities,False,2026-03-18
TXN00000022,7051,428,73.21,CLP,approved,2026-02-04 20:08:23,credit_card,Mastercard,CL,00,Transaction approved,2.97,2.17,71.04,mobile,68.7.58.5,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/4.0),1,2816,True,1,other,False,2026-02-05
TXN00000023,4360,267,108.13,COP,approved,2026-03-28 03:19:40,credit_card,Mastercard,CO,00,Transaction approved,3.08,3.33,104.8,desktop,98.158.57.30,Mozilla/5.0 (Android 10; Mobile; rv:12.0) Gecko/12.0 Firefox/12.0,1,828,True,1,travel,False,2026-03-30
TXN00000024,1391,961,75.71,USD,approved,2026-02-17 05:12:14,ewallet,Clip,CL,00,Transaction approved,3.67,2.78,72.93,mobile,206.72.45.140,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/60.0.833.0 Safari/535.0",1,906,,1,services,True,2026-02-19
TXN00000025,2047,285,139.19,USD,approved,2026-01-21 07:15:24,bank_transfer,SPEI,MX,00,Transaction approved,1.0,1.39,137.8,mobile,132.60.49.138,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/5.1),1,2641,,1,services,True,2026-01-23
TXN00000026,2477,605,18.45,MXN,approved,2026-01-11 19:50:01,credit_card,Mastercard,MX,00,Transaction approved,3.1,0.57,17.88,desktop,182.36.172.60,"Mozilla/5.0 (Linux; Android 4.0.3) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/59.0.842.0 Safari/531.0",1,1163,True,1,services,False,2026-01-13
TXN00000027,1102,262,3.36,BRL,approved,2026-02-06 14:34:24,credit_card,American Express,BR,00,Transaction approved,3.07,0.1,3.26,mobile,93.82.198.165,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/9.7n2710.0 Mobile/36R066 Safari/534.1",1,1446,True,1,utilities,False,2026-02-08
TXN00000028,5050,719,17.43,BRL,approved,2026-03-08 00:41:40,bank_transfer,SPEI,BR,00,Transaction approved,1.13,0.2,17.23,mobile,60.165.48.25,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/36.0.810.0 Safari/536.2",1,2979,,1,entertainment,False,2026-03-10
TXN00000029,819,147,58.98,CLP,approved,2026-01-26 00:34:51,ewallet,Rappi Pay,CL,00,Transaction approved,4.22,2.49,56.49,tablet,98.109.65.155,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/3.0),1,1135,,1,utilities,False,2026-01-27
TXN00000030,1157,619,57.01,MXN,approved,2026-03-29 01:16:04,debit_card,Visa Debit,MX,00,Transaction approved,3.33,1.9,55.11,mobile,60.83.45.177,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/16.8a4512.0 Mobile/97G164 Safari/532.2",1,2337,True,1,retail,False,2026-03-30
TXN00000031,6377,123,6.59,USD,approved,2026-03-21 16:11:32,ewallet,PayPal,BR,00,Transaction approved,4.29,0.28,6.31,mobile,,Opera/8.24.(Windows CE; or-IN) Presto/2.9.161 Version/12.00,1,405,,1,travel,True,2026-03-23
TXN00000032,8917,850,15.62,MXN,approved,2026-01-13 10:41:53,credit_card,Visa,MX,00,Transaction approved,3.0,0.47,15.15,tablet,197.67.30.172,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/5.1),1,1666,True,6,tech,False,2026-01-15
TXN00000034,657,841,7.35,BRL,approved,2026-01-31 21:38:40,debit_card,Visa Debit,BR,00,Transaction approved,3.37,0.25,7.1,mobile,80.202.91.35,Opera/9.63.(X11; Linux x86_64; fi-FI) Presto/2.9.164 Version/11.00,1,1258,False,1,other,False,2026-02-01
TXN00000035,8341,75,25.07,BRL,approved,2026-01-28 05:52:30,bank_transfer,PIX,BR,00,Transaction approved,1.08,0.27,24.8,desktop,14.241.51.225,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 11.0; Trident/5.0),1,2868,,1,other,False,2026-01-29
TXN00000036,7743,576,26.79,MXN,approved,2026-02-01 08:15:05,bank_transfer,PSE,MX,00,Transaction approved,1.85,0.5,26.29,mobile,30.207.227.59,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/5.1),1,1924,,1,entertainment,False,2026-02-02
TXN00000037,9745,978,30.98,ARS,approved,2026-01-21 23:18:00,bank_transfer,SPEI,AR,00,Transaction approved,1.04,0.32,30.66,mobile,155.92.107.254,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_0; rv:1.9.6.20) Gecko/4274-09-02 14:26:27 Firefox/5.0,1,239,,1,food_beverage,False,2026-01-23
TXN00000038,9075,842,4.55,MXN,approved,2026-02-26 19:14:23,debit_card,Mastercard Debit,MX,00,Transaction approved,2.76,0.13,4.42,mobile,187.206.34.126,"Mozilla/5.0 (iPad; CPU iPad OS 1_1_5 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) FxiOS/9.6h8335.0 Mobile/18D590 Safari/535.1",1,2557,True,1,retail,False,2026-02-27
TXN00000039,269,362,189.86,ARS,approved,2026-02-04 13:42:05,debit_card,Maestro,AR,00,Transaction approved,3.03,5.75,184.11,tablet,81.98.171.255,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/3.1),1,2104,False,1,utilities,False,2026-02-05
TXN00000040,4753,208,19.51,COP,approved,2026-03-09 13:46:01,credit_card,Diners Club,CO,00,Transaction approved,2.83,0.55,18.96,tablet,111.216.90.7,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/8686-06-01 10:57:12 Firefox/3.8,1,1837,True,1,utilities,False,2026-03-11
TXN00000041,3940,852,38.37,MXN,approved,2026-03-05 15:52:43,debit_card,Maestro,MX,00,Transaction approved,3.48,1.34,37.03,tablet,133.62.220.12,Opera/8.82.(X11; Linux x86_64; sa-IN) Presto/2.9.175 Version/11.00,1,842,True,1,tech,False,2026-03-06
TXN00000043,4096,243,46.83,ARS,approved,2026-02-15 05:34:03,debit_card,Mastercard Debit,AR,00,Transaction approved,2.59,1.21,45.62,desktop,14.145.100.208,Opera/8.77.(Windows NT 4.0; ln-CD) Presto/2.9.188 Version/10.00,1,651,True,1,food_beverage,False,2026-02-17
TXN00000045,900,630,146.05,PEN,approved,2026-02-09 06:06:55,credit_card,American Express,PE,00,Transaction approved,2.97,4.34,141.71,desktop,23.169.10.109,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/534.17.4 (KHTML, like Gecko) Version/4.0.4 Safari/534.17.4",1,906,True,1,other,False,2026-02-10
TXN00000046,8925,188,12.81,USD,approved,2026-03-09 12:24:18,credit_card,American Express,PE,00,Transaction approved,2.86,0.37,12.44,mobile,59.19.247.190,Opera/8.52.(X11; Linux x86_64; ln-CD) Presto/2.9.185 Version/12.00,1,2006,True,1,travel,True,2026-03-10
TXN00000047,9643,620,75.02,USD,approved,2026-03-29 22:07:50,debit_card,Visa Debit,BR,00,Transaction approved,3.27,2.45,72.57,mobile,219.201.77.71,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/15.0.862.0 Safari/531.0",1,442,True,1,retail,True,2026-03-30
TXN00000048,9467,539,33.32,ARS,approved,2026-03-25 20:28:47,debit_card,Visa Debit,AR,00,Transaction approved,2.58,0.86,32.46,mobile,58.195.28.118,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/8425-08-19 22:37:58 Firefox/3.6.14,1,1488,False,1,tech,False,2026-03-26
TXN00000049,7758,885,57.56,COP,approved,2026-03-19 15:58:29,ewallet,PayPal,CO,00,Transaction approved,3.55,2.04,55.52,desktop,115.217.109.9,"Mozilla/5.0 (iPad; CPU iPad OS 17_4_1 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/13.8j7921.0 Mobile/43Z778 Safari/532.2",1,483,,1,travel,False,2026-03-20
TXN00000050,3259,164,60.42,CLP,approved,2026-03-06 17:04:28,credit_card,Visa,CL,00,Transaction approved,2.94,1.78,58.64,mobile,157.80.203.179,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/5.0),1,2425,False,1,tech,False,2026-03-08
TXN00000051,5224,427,9.94,USD,approved,2026-03-17 08:00:19,bank_transfer,Transferencia,BR,00,Transaction approved,1.56,0.16,9.78,mobile,195.44.96.205,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/15.0.805.0 Safari/535.0",1,1426,,1,entertainment,True,2026-03-18
TXN00000052,1112,410,98.47,MXN,approved,2026-01-22 15:22:40,bank_transfer,Transferencia,MX,00,Transaction approved,1.61,1.59,96.88,mobile,157.121.233.252,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_5; rv:1.9.3.20) Gecko/3004-03-21 15:09:28 Firefox/3.8,1,113,,1,food_beverage,False,2026-01-23
TXN00000053,9249,40,157.75,MXN,approved,2026-03-25 12:01:23,debit_card,Mastercard Debit,MX,00,Transaction approved,2.56,4.04,153.71,mobile,83.139.83.173,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/8331-06-27 11:44:04 Firefox/3.6.9,1,1732,False,1,utilities,False,2026-03-26
TXN00000054,3360,284,62.23,ARS,approved,2026-02-21 17:15:48,debit_card,Mastercard Debit,AR,00,Transaction approved,2.52,1.57,60.66,mobile,44.77.33.243,Opera/9.94.(X11; Linux x86_64; nn-NO) Presto/2.9.183 Version/12.00,1,2204,True,1,services,False,2026-02-23
TXN00000055,6061,293,22.9,BRL,approved,2026-02-13 19:41:03,credit_card,Mastercard,BR,00,Transaction approved,2.72,0.62,22.28,mobile,212.184.34.14,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/26.0.815.0 Safari/535.1",1,657,False,6,food_beverage,False,2026-02-15
TXN00000056,5055,574,32.37,BRL,approved,2026-01-20 10:34:18,debit_card,Visa Debit,BR,00,Transaction approved,2.69,0.87,31.5,mobile,156.100.244.187,Opera/8.36.(Windows NT 5.01; vi-VN) Presto/2.9.166 Version/10.00,1,415,True,1,tech,False,2026-01-21
TXN00000059,2465,68,49.02,COP,approved,2026-03-06 23:10:10,bank_transfer,Transferencia,CO,00,Transaction approved,1.94,0.95,48.07,mobile,81.223.208.148,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; cmn-TW) AppleWebKit/535.37.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6535.37.4",1,2043,,1,entertainment,False,2026-03-07
TXN00000060,9726,159,21.63,MXN,approved,2026-02-07 16:39:31,debit_card,Mastercard Debit,MX,00,Transaction approved,3.48,0.75,20.88,desktop,170.238.59.231,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; sd-PK) AppleWebKit/533.9.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6533.9.1",1,1529,True,1,utilities,False,2026-02-08
TXN00000061,5987,122,55.46,BRL,approved,2026-01-20 17:08:28,debit_card,Maestro,BR,00,Transaction approved,3.11,1.72,53.74,mobile,143.81.140.203,Mozilla/5.0 (Windows NT 4.0; cmn-TW; rv:1.9.2.20) Gecko/2024-06-06 04:10:08 Firefox/3.8,1,256,False,1,utilities,False,2026-01-22
TXN00000063,180,615,25.65,CLP,approved,2026-01-11 20:05:51,bank_transfer,SPEI,CL,00,Transaction approved,1.81,0.46,25.19,desktop,109.29.85.83,"Mozilla/5.0 (Windows 95) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/16.0.867.0 Safari/536.0",1,2692,,1,retail,False,2026-01-13
TXN00000064,4184,342,31.05,ARS,approved,2026-01-14 06:14:08,debit_card,Visa Debit,AR,00,Transaction approved,3.08,0.96,30.09,mobile,210.72.171.128,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/3.0),1,2235,True,1,entertainment,False,2026-01-16
TXN00000065,1024,781,189.47,COP,approved,2026-03-26 10:53:19,debit_card,Visa Debit,CO,00,Transaction approved,2.75,5.21,184.26,mobile,54.24.0.132,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/4.1),1,619,False,1,other,False,2026-03-28
TXN00000066,1770,938,33.66,CLP,approved,2026-03-10 09:07:41,credit_card,Mastercard,CL,00,Transaction approved,2.64,0.89,32.77,desktop,56.126.172.19,Opera/9.58.(X11; Linux x86_64; wae-CH) Presto/2.9.170 Version/11.00,1,1783,True,3,food_beverage,False,2026-03-11
TXN00000067,9917,451,9.91,MXN,approved,2026-03-28 13:16:20,debit_card,Mastercard Debit,MX,00,Transaction approved,2.88,0.29,9.62,mobile,200.2.202.39,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/4.1),1,2435,True,1,travel,False,2026-03-29
TXN00000068,1680,754,78.38,MXN,approved,2026-01-21 15:15:36,debit_card,Maestro,MX,00,Transaction approved,2.59,2.03,76.35,mobile,58.44.131.184,Opera/8.59.(X11; Linux x86_64; ti-ET) Presto/2.9.177 Version/11.00,1,2571,True,1,other,False,2026-01-23
TXN00000069,9159,998,52.11,COP,approved,2026-03-24 03:28:45,debit_card,Mastercard Debit,CO,00,Transaction approved,2.71,1.41,50.7,mobile,67.21.231.116,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/5.1),1,210,False,1,utilities,False,2026-03-26
TXN00000070,8121,978,8.54,BRL,approved,2026-01-24 06:13:38,bank_transfer,PIX,BR,00,Transaction approved,1.56,0.13,8.41,mobile,163.103.66.106,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_8_2 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/17.6i6200.0 Mobile/66R981 Safari/536.2",1,2669,,1,food_beverage,False,2026-01-26
TXN00000072,5258,277,7.43,COP,approved,2026-02-16 13:53:49,credit_card,American Express,CO,00,Transaction approved,2.77,0.21,7.22,mobile,50.221.26.72,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/3.0),1,1656,True,3,retail,False,2026-02-17
TXN00000073,755,139,48.42,USD,approved,2026-01-18 13:53:21,ewallet,Clip,PE,00,Transaction approved,3.44,1.67,46.75,mobile,95.138.64.112,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/8655-04-01 19:20:09 Firefox/8.0,1,1686,,1,other,True,2026-01-20
TXN00000074,8922,304,8.12,COP,approved,2026-03-09 09:41:53,debit_card,Mastercard Debit,CO,00,Transaction approved,3.42,0.28,7.84,mobile,216.157.100.55,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_6; rv:1.9.4.20) Gecko/3268-08-24 12:36:11 Firefox/3.8,1,2184,True,1,utilities,False,2026-03-11
TXN00000075,3566,383,52.1,COP,approved,2026-03-27 06:24:22,credit_card,American Express,CO,00,Transaction approved,2.77,1.44,50.66,mobile,140.218.253.220,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/4.0),1,114,True,1,retail,False,2026-03-29
TXN00000076,1829,827,87.72,ARS,approved,2026-03-03 02:17:54,credit_card,American Express,AR,00,Transaction approved,3.29,2.89,84.83,mobile,141.120.37.120,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; ts-ZA) AppleWebKit/532.25.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6532.25.7",1,491,True,1,utilities,False,2026-03-05
TXN00000078,2851,37,14.47,COP,approved,2026-02-18 22:25:24,credit_card,Diners Club,CO,00,Transaction approved,3.44,0.5,13.97,desktop,133.91.117.94,Opera/8.81.(Windows NT 11.0; ts-ZA) Presto/2.9.189 Version/12.00,1,318,True,6,travel,False,2026-02-20
TXN00000079,1827,115,12.58,USD,approved,2026-01-18 00:10:28,debit_card,Visa Debit,CO,00,Transaction approved,2.64,0.33,12.25,mobile,7.80.104.45,"Mozilla/5.0 (Windows 98) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/15.0.891.0 Safari/532.0",1,483,True,1,food_beverage,True,2026-01-19
TXN00000081,3789,243,21.8,CLP,approved,2026-02-19 06:49:08,debit_card,Visa Debit,CL,00,Transaction approved,2.89,0.63,21.17,mobile,160.224.83.112,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/5.0),1,1157,True,1,entertainment,False,2026-02-20
TXN00000082,6421,507,20.7,COP,approved,2026-02-14 13:34:06,bank_transfer,SPEI,CO,00,Transaction approved,1.62,0.34,20.36,mobile,126.25.182.155,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_3_5 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/10.2m6807.0 Mobile/23X299 Safari/534.1",1,716,,1,utilities,False,2026-02-16
TXN00000083,9241,149,14.6,ARS,approved,2026-03-06 05:42:46,debit_card,Mastercard Debit,AR,00,Transaction approved,2.94,0.43,14.17,api,208.72.193.36,API/1.0,1,976,True,1,services,False,2026-03-07
TXN00000085,5559,860,87.46,MXN,approved,2026-03-09 16:50:06,debit_card,Mastercard Debit,MX,00,Transaction approved,2.92,2.55,84.91,desktop,138.184.120.136,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; mhr-RU) AppleWebKit/535.15.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6535.15.6",1,870,True,1,entertainment,False,2026-03-11
TXN00000086,5489,511,26.7,ARS,approved,2026-01-18 19:45:54,ewallet,Rappi Pay,AR,00,Transaction approved,3.13,0.84,25.86,mobile,109.188.254.128,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/63.0.876.0 Mobile/53G821 Safari/535.2",1,1606,,1,entertainment,False,2026-01-20
TXN00000087,2738,711,3.19,MXN,approved,2026-01-24 22:05:52,credit_card,Visa,MX,00,Transaction approved,2.77,0.09,3.1,mobile,26.20.193.131,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/8751-05-19 03:17:14 Firefox/3.6.12,1,1250,True,1,travel,False,2026-01-26
TXN00000088,5695,292,30.65,USD,approved,2026-03-02 17:10:58,bank_transfer,PIX,BR,00,Transaction approved,1.11,0.34,30.31,mobile,147.213.145.20,Mozilla/5.0 (Android 3.2.1; Mobile; rv:15.0) Gecko/15.0 Firefox/15.0,1,2184,,1,entertainment,True,2026-03-03
TXN00000092,2745,767,133.01,MXN,approved,2026-01-28 08:08:07,bank_transfer,Transferencia,MX,00,Transaction approved,1.97,2.62,130.39,mobile,110.99.109.197,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_3; rv:1.9.6.20) Gecko/9226-01-01 05:04:09 Firefox/7.0,1,319,,1,services,False,2026-01-29
TXN00000093,6321,649,19.13,USD,approved,2026-02-12 07:53:54,credit_card,Diners Club,AR,00,Transaction approved,2.59,0.5,18.63,api,8.68.233.90,API/1.0,1,2449,True,3,services,True,2026-02-14
