transaction_id,user_id,merchant_id,amount,currency,status,timestamp,payment_method,payment_provider,country,response_code,response_message,fee_percentage,transaction_fee,net_amount,device_type,ip_address,user_agent,attempt_number,processing_time_ms,three_ds_verified,installments,category,is_international,settlement_date
TXN00000001,6719,735,14.89,CLP,approved,2026-01-13 11:27:21,debit_card,Visa Debit,CL,00,Transaction approved,3.46,0.52,14.37,desktop,66.236.248.199,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/3.0),1,1491,True,1,retail,False,2026-01-15
TXN00000002,4754,465,14.29,MXN,approved,2026-02-15 09:41:06,credit_card,Diners Club,MX,00,Transaction approved,2.97,0.42,13.87,mobile,129.23.33.125,Mozilla/5.0 (Android 2.3.4; Mobile; rv:19.0) Gecko/19.0 Firefox/19.0,1,2275,True,1,other,False,2026-02-16
TXN00000003,2912,586,78.59,USD,approved,2026-03-06 03:30:47,ewallet,Rappi Pay,MX,00,Transaction approved,3.01,2.37,76.22,mobile,5.83.193.10,"Mozilla/5.0 (Linux; Android 6.0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/31.0.816.0 Safari/531.0",1,2010,,1,other,True,2026-03-08
TXN00000005,8637,677,30.44,CLP,approved,2026-01-13 01:15:52,ewallet,MercadoPago,CL,00,Transaction approved,3.52,1.07,29.37,api,68.157.138.218,API/1.0,1,1920,,1,entertainment,False,2026-01-14
TXN00000006,1380,918,24.15,MXN,approved,2026-02-15 10:06:54,credit_card,American Express,MX,00,Transaction approved,3.28,0.79,23.36,mobile,157.167.232.200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_7) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/27.0.863.0 Safari/536.2",1,2105,True,1,retail,False,2026-02-17
TXN00000007,4426,940,22.24,COP,approved,2026-02-12 23:39:20,debit_card,Mastercard Debit,CO,00,Transaction approved,2.6,0.58,21.66,mobile,146.25.141.12,Opera/8.34.(Windows 95; mi-NZ) Presto/2.9.171 Version/12.00,1,602,True,1,services,False,2026-02-14
TXN00000008,8087,354,20.61,BRL,approved,2026-02-01 21:13:00,debit_card,Visa Debit,BR,00,Transaction approved,3.25,0.67,19.94,desktop,184.107.90.177,"Mozilla/5.0 (Linux; Android 4.4.1) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/24.0.898.0 Safari/534.2",1,2856,True,1,utilities,False,2026-02-02
TXN00000009,2684,589,94.06,USD,approved,2026-02-01 07:28:19,credit_card,American Express,MX,00,Transaction approved,3.12,2.93,91.13,mobile,61.141.157.162,Opera/8.48.(Windows NT 11.0; so-KE) Presto/2.9.180 Version/12.00,1,1304,True,12,tech,True,2026-02-03
TXN00000010,4502,636,20.96,COP,approved,2026-02-23 05:53:09,bank_transfer,PIX,CO,00,Transaction approved,1.88,0.39,20.57,mobile,126.164.11.239,"Mozilla/5.0 (iPad; CPU iPad OS 15_8_2 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) FxiOS/10.3f0676.0 Mobile/15I012 Safari/536.0",1,2226,,1,food_beverage,False,2026-02-24
TXN00000011,3172,412,66.55,BRL,approved,2026-01-07 11:10:12,credit_card,American Express,BR,00,Transaction approved,3.18,2.12,64.43,mobile,185.207.53.250,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_1 rv:2.0; fa-IR) AppleWebKit/533.12.4 (KHTML, like Gecko) Version/4.1 Safari/533.12.4",1,2885,False,1,services,False,2026-01-08
