transaction_id,user_id,merchant_id,amount,currency,status,timestamp,payment_method,payment_provider,country,response_code,response_message,fee_percentage,transaction_fee,net_amount,device_type,ip_address,user_agent,attempt_number,processing_time_ms,three_ds_verified,installments,category,is_international,settlement_date
TXN00000001,6719,735,14.89,CLP,approved,2026-01-13 11:09:31,debit_card,Visa Debit,CL,00,Transaction approved,3.46,0.52,14.37,desktop,30.95.246.144,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_4 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/14.3r6450.0 Mobile/92C145 Safari/532.2",1,1491,True,1,retail,False,2026-01-15
TXN00000002,4754,465,14.29,MXN,approved,2026-02-15 09:23:16,credit_card,Diners Club,MX,00,Transaction approved,2.97,0.42,13.87,mobile,138.165.183.76,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_4 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/23.0.822.0 Mobile/71Q178 Safari/533.2",1,2275,True,1,other,False,2026-02-16
TXN00000003,2912,586,78.59,USD,approved,2026-03-06 03:12:57,ewallet,Rappi Pay,MX,00,Transaction approved,3.01,2.37,76.22,mobile,184.197.91.156,Mozilla/5.0 (Android 2.3.4; Mobile; rv:6.0) Gecko/6.0 Firefox/6.0,1,2010,,1,other,True,2026-03-08
TXN00000005,8637,677,30.44,CLP,approved,2026-01-13 00:58:02,ewallet,MercadoPago,CL,00,Transaction approved,3.52,1.07,29.37,api,58.202.92.195,API/1.0,1,1920,,1,entertainment,False,2026-01-14
TXN00000006,1380,918,24.15,MXN,approved,2026-02-15 09:49:04,credit_card,American Express,MX,00,Transaction approved,3.28,0.79,23.36,mobile,118.191.169.155,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/533.4.4 (KHTML, like Gecko) Version/4.1 Safari/533.4.4",1,2105,True,1,retail,False,2026-02-17
TXN00000007,4426,940,22.24,COP,approved,2026-02-12 23:21:30,debit_card,Mastercard Debit,CO,00,Transaction approved,2.6,0.58,21.66,mobile,71.79.210.3,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_7) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/63.0.806.0 Safari/533.1",1,602,True,1,services,False,2026-02-14
TXN00000008,8087,354,20.61,BRL,approved,2026-02-01 20:55:10,debit_card,Visa Debit,BR,00,Transaction approved,3.25,0.67,19.94,desktop,5.95.234.191,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 11.0; Trident/5.1),1,2856,True,1,utilities,False,2026-02-02
TXN00000009,2684,589,94.06,USD,approved,2026-02-01 07:10:29,credit_card,American Express,MX,00,Transaction approved,3.12,2.93,91.13,mobile,165.65.53.53,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/39.0.885.0 Mobile/80G857 Safari/533.2",1,1304,True,12,tech,True,2026-02-03
TXN00000010,4502,636,20.96,COP,approved,2026-02-23 05:35:19,bank_transfer,PIX,CO,00,Transaction approved,1.88,0.39,20.57,mobile,85.252.27.33,Opera/9.40.(X11; Linux x86_64; ber-MA) Presto/2.9.181 Version/10.00,1,2226,,1,food_beverage,False,2026-02-24
TXN00000011,3172,412,66.55,BRL,approved,2026-01-07 10:52:22,credit_card,American Express,BR,00,Transaction approved,3.18,2.12,64.43,mobile,65.117.114.171,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/45.0.877.0 Safari/533.1",1,2885,False,1,services,False,2026-01-08
